DATE,S/N,PO NUMBER,COMPANY,CATEGORY,ITEM,QUANTITY REQUESTED,SUPPLIER'S PRICE,TOTAL ACTUAL AMOUNT,NAM UNIT PRICE,TOTAL NAM AMOUNT,TOTAL NAM AMOUNT SUB TOTAL,INCOME,INCOME PERCENT,BUYER,DATE DELIVERED,PAYMENT TERM,DUE DATE,SI NUMBER, REMARKS,SUPPLIER,ADDRESS,TIN,CONTACT PERSON/CONTACT #,,
02/07/2026,026,PHC0414-260200019,CHANGHONG,OFFICE SUPPLIES,BALLPEN FABER CASTELL BLACK,40, ₱ 4.50 , ₱ 180.00 , ₱ 4.00 , ₱ 160.00 ,, ₱ -20.00 ,-13%,IVY,2/11/2026,30,3/13/2026,204,,PAMCO,,352-135-887-000,,,
02/07/2026,026,PHC0414-260200019,CHANGHONG,OFFICE SUPPLIES,BALLPEN FABER CASTELL BLACK,15, ₱ 4.50 , ₱ 67.50 , ₱ 4.00 , ₱ 60.00 ,, ₱ -7.50 ,-13%,IVY,2/11/2026,30,3/13/2026,204,,PAMCO,,352-135-887-000,,,
,,,,,,,,,,, ₱ 300.00 ,,,,,,,,,,,,,,
02/07/2026,027,PO 4891,SUMOPAK,MATERIALS / MAINTENANCE / MECHANICAL / HARDWARE,ORION FLAT CORD NO. 16 DUPLEX STRANDED ELECTRICAL WIRE,1," ₱ 6,200.00 "," ₱ 6,200.00 "," ₱ 7,800.00 "," ₱ 7,800.00 ",," ₱ 1,600.00 ",21%,ANN,02/10/2026,30,03/12/2026,0908,,,,,,,
,,,,,,,,,,," ₱ 7,800.00 ",,,,,,,,,,,,,,
02/10/2026,028,P-26000157-01,EZCONN,OFFICE SUPPLIES,3M MAGIC SCOTCH TAPE 19MM X 32.9M,4, ₱ 130.50 , ₱ 522.00 , ₱ 202.50 , ₱ 810.00 ,, ₱ 288.00 ,36%,ALLYSON,02/12/2026,30,03/14/2026,(?),,SHOPEE,,,,,
02/10/2026,028,P-26000157-01,EZCONN,OFFICE SUPPLIES,"KRAFT PAPER BROWN 36"" X 30M",4, ₱ 480.25 ," ₱ 1,921.00 ", ₱ 634.50 ," ₱ 2,538.00 ",, ₱ 617.00 ,24%,ALLYSON,02/12/2026,30,03/14/2026,(?),,SHOPEE,,,,,
02/10/2026,028,P-26000157-01,EZCONN,OFFICE SUPPLIES,"ARMAK CLOTHDUCT TAPE BROWN 48MM X 10M 2""",3, ₱ 89.00 , ₱ 267.00 , ₱ 120.15 , ₱ 360.45 ,, ₱ 93.45 ,26%,ALLYSON,02/12/2026,30,03/14/2026,(?),,ACE HARDWARE STO. TOMAS,,,,,
02/10/2026,028,P-26000157-01,EZCONN,OFFICE SUPPLIES,MAXELL CR1220 LITHIUM 3V BATTERY (5 PIECES),1, ₱ 156.00 , ₱ 156.00 , ₱ 202.50 , ₱ 202.50 ,, ₱ 46.50 ,23%,ALLYSON,02/12/2026,30,03/14/2026,(?),,SHOPEE,,,,,
,,,,,,,,,,," ₱ 3,910.95 ",,,,,,,,,,,,,,
02/10/2026,029,PO 4903,SUMOPAK,PERSONAL PROTECTIVE EQUIPMENT,COTTON GLOVES WITH RUBBER,21, ₱ 40.35 , ₱ 847.35 , ₱ 61.01 ," ₱ 1,281.21 ",, ₱ 433.86 ,34%,ALLYSON,02/12/2026,30,03/14/2026,(?),,,,,,,
02/10/2026,029,PO 4903,SUMOPAK,MEDICINE AND MEDICAL ITEMS,INDOPLAS KN95 MASK (50 PIECES PER BOX),3, ₱ 440.00 ," ₱ 1,320.00 ", ₱ 625.00 ," ₱ 1,875.00 ",, ₱ 555.00 ,30%,ALLYSON,02/12/2026,30,03/14/2026,(?),,SHOPEE,,,,,
02/10/2026,029,PO 4903,SUMOPAK,PERSONAL PROTECTIVE EQUIPMENT,OMAGA BRAND RC 203 RESPIRATORY MASK FILTER,29, ₱ 38.31 ," ₱ 1,110.99 ", ₱ 50.00 ," ₱ 1,450.00 ",, ₱ 339.01 ,23%,ALLYSON,02/12/2026,30,03/14/2026,(?),,SHOPEE,,,,,
,,,,,,,,,,," ₱ 4,606.21 ",,,,,,,,,,,,,,
02/11/2026,030,FM-IM-02,YKK,OFFICE SUPPLIES,"ORIONS PLASTIC RULER 12""",2, ₱ 47.29 , ₱ 94.58 , ₱ 63.84 , ₱ 127.68 ,, ₱ 33.10 ,26%,ALLYSON,,,0,,,,,,,,
02/11/2026,030,FM-IM-02,YKK,OFFICE SUPPLIES,PILOT PERMANENT MARKER (BLACK) 12 PIECES PER BOX,5, ₱ 420.00 ," ₱ 2,100.00 ", ₱ 567.00 ," ₱ 2,835.00 ",, ₱ 735.00 ,26%,ALLYSON,,,0,,,,,,,,
02/11/2026,030,FM-IM-02,YKK,OFFICE SUPPLIES,JOY METAL CLIP 2.5,50, ₱ 12.81 , ₱ 640.50 , ₱ 17.29 , ₱ 864.50 ,, ₱ 224.00 ,26%,IVY,,,0,,,SHOPEE,,,,,
02/11/2026,030,FM-IM-02,YKK,OFFICE SUPPLIES,PILOT PERMANENT MARKER REFILL INK 30ML (BLACK) ,10, ₱ 80.00 , ₱ 800.00 , ₱ 100.00 ," ₱ 1,000.00 ",, ₱ 200.00 ,20%,ALLYSON,,,0,,,FORMOSA,,293-241-003-000,,,
02/11/2026,030,FM-IM-02,YKK,OFFICE SUPPLIES,SAKURA GEL PEN (WHITE) 1.0,200, ₱ 55.00 ," ₱ 11,000.00 ", ₱ 68.00 ," ₱ 13,600.00 ",," ₱ 2,600.00 ",19%,ALLYSON,,,0,,,LAZADA,,,,,
02/11/2026,030,FM-IM-02,YKK,OFFICE SUPPLIES,WHITE FOLDER WITH PLASTIC COVER SHORT,8, ₱ 15.30 , ₱ 122.40 , ₱ 20.66 , ₱ 165.28 ,, ₱ 42.88 ,26%,ALLYSON,,,0,,,,,,,,
02/11/2026,030,FM-IM-02,YKK,OFFICE SUPPLIES,HBW CORRECTION TAPE,50, ₱ 17.04 , ₱ 852.00 , ₱ 23.00 ," ₱ 1,150.00 ",, ₱ 298.00 ,26%,ALLYSON,,,0,,,,,,,,
02/11/2026,030,FM-IM-02,YKK,OFFICE SUPPLIES,"PAINT BRUSH 1"" ",4, ₱ 34.48 , ₱ 137.92 , ₱ 46.55 , ₱ 186.20 ,, ₱ 48.28 ,26%,IVY,,,0,,,SHOPEE,,,,,
02/11/2026,030,FM-IM-02,YKK,OFFICE SUPPLIES,PANDA 757 (RED) 25 PIECES PER BOX,1, ₱ 112.59 , ₱ 112.59 , ₱ 152.00 , ₱ 152.00 ,, ₱ 39.41 ,26%,ALLYSON,,,0,,,,,,,,
02/11/2026,030,FM-IM-02,YKK,OFFICE SUPPLIES,PANDA 757 (BLUE) 25 PIECES PER BOX,3, ₱ 112.59 , ₱ 337.77 , ₱ 152.00 , ₱ 456.00 ,, ₱ 118.23 ,26%,ALLYSON,,,0,,,,,,,,
02/11/2026,030,FM-IM-02,YKK,OFFICE SUPPLIES,PANDA 757 (BLACK) 25 PIECES PER BOX ,3, ₱ 112.59 , ₱ 337.77 , ₱ 152.00 , ₱ 456.00 ,, ₱ 118.23 ,26%,ALLYSON,,,0,,,,,,,,
,,,,,,,,,,," ₱ 20,992.66 ",,,,,,,,,,,,,,
02/12/2026,031,OPEN PO,ITC,FURNITURE / FIXTURES / FIXED ASSETSS,PALLET 1.1 X 1.1 (BLACK),50, ₱ 500.00 ," ₱ 25,000.00 ", ₱ 600.00 ," ₱ 30,000.00 ",," ₱ 5,000.00 ",17%,ANN,02/12/26,,,,,MALVAR,,,,,
,,,,,,,,,,," ₱ 30,000.00 ",,,,,,,,,,,,,,
02/12/0206,032,PCH0414-260200031,CHANGHONG,PERSONAL PROTECTIVE EQUIPMENT,ARM BAND HEAT RESISTANT,10, ₱ 25.00 , ₱ 250.00 , ₱ 33.25 , ₱ 332.50 ,, ₱ 82.50 ,25%,IVY,,,,,,SHOPEE,,,,,
02/12/0206,032,PCH0414-260200031,CHANGHONG,PERSONAL PROTECTIVE EQUIPMENT,ARM BAND HEAT RESISTANT DISPOSABLE - 100 PIECES PER PACK,2, ₱ 192.00 , ₱ 384.00 , ₱ 240.00 , ₱ 480.00 ,, ₱ 96.00 ,20%,IVY,,,,,,SHOPEE,,,,,
,,,,,,,,,,, ₱ 812.50 ,,,,,,,,,,,,,,
02/12/2026,033,4909,SUMOPAK,MATERIALS / MAINTENANCE / MECHANICAL / HARDWARE,SILVER ROD,50, ₱ 116.00 ," ₱ 5,800.00 ", ₱ 190.32 ," ₱ 9,516.00 ",," ₱ 3,716.00 ",39%,ANN,,,,,,ISHABELLA - QUEZON CITY,,,,,
02/12/2026,033,4909,SUMOPAK,MATERIALS / MAINTENANCE / MECHANICAL / HARDWARE,BRONZE ROD,10, ₱ 225.00 ," ₱ 2,250.00 ", ₱ 274.50 ," ₱ 2,745.00 ",, ₱ 495.00 ,18%,ANN,,,,,,ISHABELLA - QUEZON CITY,,,,,
02/12/2026,033,4909,SUMOPAK,MATERIALS / MAINTENANCE / MECHANICAL / HARDWARE,COPPER TUBE (5/8 X .28TH 20FT),6," ₱ 2,780.00 "," ₱ 16,680.00 "," ₱ 3,391.60 "," ₱ 20,349.60 ",," ₱ 3,669.60 ",18%,ANN,,,,,,ISHABELLA - QUEZON CITY,,,,,
,,,,,,,,,,," ₱ 32,610.60 ",,,,,,,,,,,,,,
02/13/2026,034,,MYBRUSH,CLEANING / JANITORIAL MATERIALS,GLASS CLEANER,5, ₱ 90.00 , ₱ 450.00 , ₱ 192.19 , ₱ 960.95 ,, ₱ 510.95 ,53%,IVY,,,,,,,,,,,
02/13/2026,034,,MYBRUSH,CLEANING / JANITORIAL MATERIALS,LYSOL PINK,8, ₱ 109.00 , ₱ 872.00 , ₱ 344.47 ," ₱ 2,755.76 ",," ₱ 1,883.76 ",68%,IVY,,,,,,,,,,,
,,,,,,,,,,," ₱ 3,716.71 ",,,,,,,,,,,,,,
02/13/2026,035,MPO-2026-02-037,YAHORNG,OFFICE SUPPLIES,BALLPEN FLEXSTICK 0.5MM (BLACK),40, ₱ 6.00 , ₱ 240.00 , ₱ 6.06 , ₱ 242.40 ,, ₱ 2.40 ,1%,ANN,,,,,,,,,,,
02/13/2026,035,MPO-2026-02-037,YAHORNG,OFFICE SUPPLIES,BINDER CLIP 2,2, ₱ 60.00 , ₱ 120.00 , ₱ 68.75 , ₱ 137.50 ,, ₱ 17.50 ,13%,ANN,,,,,,,,,,,
02/13/2026,035,MPO-2026-02-037,YAHORNG,OFFICE SUPPLIES,LONG BROWN ENVELOPE,10, ₱ 4.00 , ₱ 40.00 , ₱ 3.00 , ₱ 30.00 ,, ₱ -10.00 ,-33%,ANN,,,,,,,,,,,
02/13/2026,035,MPO-2026-02-037,YAHORNG,OFFICE SUPPLIES,SHORT BROWN ENVELOPE,10, ₱ 3.00 , ₱ 30.00 , ₱ 2.50 , ₱ 25.00 ,, ₱ -5.00 ,-20%,ANN,,,,,,,,,,,
02/13/2026,035,MPO-2026-02-037,YAHORNG,OFFICE SUPPLIES,DONG A MY GEL 0.3 (BLACK),24, ₱ 25.00 , ₱ 600.00 , ₱ 24.00 , ₱ 576.00 ,, ₱ -24.00 ,-4%,ANN,,,,,,,,,,,
02/13/2026,035,MPO-2026-02-037,YAHORNG,OFFICE SUPPLIES,DONG A MY GEL 0.3 (BLUE),15,, ₱ -   , ₱ 24.00 , ₱ 360.00 ,, ₱ 360.00 ,100%,ANN,,,,,,,,,,,
02/13/2026,035,MPO-2026-02-037,YAHORNG,OFFICE SUPPLIES,DONG A MY GEL 0.3 (RED),1,, ₱ -   , ₱ 24.00 , ₱ 24.00 ,, ₱ 24.00 ,100%,ANN,,,,,,,,,,,
02/13/2026,035,MPO-2026-02-037,YAHORNG,OFFICE SUPPLIES,DONG A MY GEL 0.5 (BLACK),17, ₱ 22.00 , ₱ 374.00 , ₱ 24.00 , ₱ 408.00 ,, ₱ 34.00 ,8%,ANN,,,,,,,,,,,
02/13/2026,035,MPO-2026-02-037,YAHORNG,OFFICE SUPPLIES,DONG A MY GEL 0.5 (BLUE),13, ₱ 22.00 , ₱ 286.00 , ₱ 24.00 , ₱ 312.00 ,, ₱ 26.00 ,8%,ANN,,,,,,,,,,,
02/13/2026,035,MPO-2026-02-037,YAHORNG,OFFICE SUPPLIES,LONG WHITE FOLDER,22, ₱ 6.00 , ₱ 132.00 , ₱ 5.13 , ₱ 112.86 ,, ₱ -19.14 ,-17%,ANN,,,,,,,,,,,
02/13/2026,035,MPO-2026-02-037,YAHORNG,OFFICE SUPPLIES,FABER CASTELL HIGHLIGHTER (GREEN),1, ₱ 30.00 , ₱ 30.00 , ₱ 28.60 , ₱ 28.60 ,, ₱ -1.40 ,-5%,ANN,,,,,,,,,,,
02/13/2026,035,MPO-2026-02-037,YAHORNG,OFFICE SUPPLIES,STAPLER WITH REMOVER,1, ₱ 20.00 , ₱ 20.00 , ₱ 103.95 , ₱ 103.95 ,, ₱ 83.95 ,81%,ANN,,,,,,,,,,,
02/13/2026,035,MPO-2026-02-037,YAHORNG,CLEANING / JANITORIAL MATERIALS,DETERGENT POWDER 1 KG (ALL MIGHTY),11,, ₱ -   , ₱ 64.80 , ₱ 712.80 ,, ₱ 712.80 ,100%,ANN,,,,,,,,,,,
02/13/2026,035,MPO-2026-02-037,YAHORNG,CLEANING / JANITORIAL MATERIALS,GARBAGE BAG MEDIUM 100'S BLACK,7, ₱ 140.00 , ₱ 980.00 , ₱ 189.00 ," ₱ 1,323.00 ",, ₱ 343.00 ,26%,ANN,,,,,,,,,,,
02/13/2026,035,MPO-2026-02-037,YAHORNG,CLEANING / JANITORIAL MATERIALS,GARBAGE BAG XL100'S BLACK,5, ₱ 320.00 ," ₱ 1,600.00 ", ₱ 432.00 ," ₱ 2,160.00 ",, ₱ 560.00 ,26%,ANN,,,,,,,,,,,
02/13/2026,035,MPO-2026-02-037,YAHORNG,CLEANING / JANITORIAL MATERIALS,GARBAGE BAG XXL100'S BLACK,15, ₱ 460.00 ," ₱ 6,900.00 ", ₱ 575.00 ," ₱ 8,625.00 ",," ₱ 1,725.00 ",20%,ANN,,,,,,,,,,,
02/13/2026,035,MPO-2026-02-037,YAHORNG,CONSUMABLES / PACKAGING / INDUSTRIAL SUPPLIES,ZIPLOCK NO. 4,2, ₱ 55.00 , ₱ 110.00 , ₱ 73.15 , ₱ 146.30 ,, ₱ 36.30 ,25%,ANN,,,,,,,,,,,
02/13/2026,035,MPO-2026-02-037,YAHORNG,CONSUMABLES / PACKAGING / INDUSTRIAL SUPPLIES,ZIPLOCK NO. 5,2, ₱ 70.00 , ₱ 140.00 , ₱ 93.10 , ₱ 186.20 ,, ₱ 46.20 ,25%,ANN,,,,,,,,,,,
02/13/2026,035,MPO-2026-02-037,YAHORNG,CONSUMABLES / PACKAGING / INDUSTRIAL SUPPLIES,ZIPLOCK NO. 6,4, ₱ 110.00 , ₱ 440.00 , ₱ 115.00 , ₱ 460.00 ,, ₱ 20.00 ,4%,ANN,,,,,,,,,,,
02/13/2026,035,MPO-2026-02-037,YAHORNG,CONSUMABLES / PACKAGING / INDUSTRIAL SUPPLIES,ZIPLOCK NO. 8,2, ₱ 170.00 , ₱ 340.00 , ₱ 226.10 , ₱ 452.20 ,, ₱ 112.20 ,25%,ANN,,,,,,,,,,,
02/13/2026,035,MPO-2026-02-037,YAHORNG,CONSUMABLES / PACKAGING / INDUSTRIAL SUPPLIES,ZIPLOCK NO. 10,2, ₱ 320.00 , ₱ 640.00 , ₱ 330.00 , ₱ 660.00 ,, ₱ 20.00 ,3%,ANN,,,,,,,,,,,
02/13/2026,035,MPO-2026-02-037,YAHORNG,CONSUMABLES / PACKAGING / INDUSTRIAL SUPPLIES,ZIPLOCK NO. 12,2, ₱ 500.00 ," ₱ 1,000.00 ", ₱ 594.00 ," ₱ 1,188.00 ",, ₱ 188.00 ,16%,ANN,,,,,,,,,,,
,,,,,,,,,,," ₱ 18,273.81 ",,,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,, ₱ -   ,, ₱ -   ,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,,,,,, ₱ -   ,#DIV/0!,,,,,,,,,,,,
,,,,,,,," ₱ 402,900.08 ",," ₱ 527,891.54 "," ₱ 527,891.54 "," ₱ 124,991.46 ",23.68%,,,,,,,,,,,,
