 DATE,S/N,PO NUMBER,COMPANY,CATEGORY,ITEM,QUANTITY REQUESTED,SUPPLIER'S PRICE,TOTAL ACTUAL AMOUNT,NAM UNIT PRICE,TOTAL NAM AMOUNT,TOTAL NAM AMOUNT SUB TOTAL,INCOME,INCOME PERCENT,,DATE DELIVERED,PAYMENT TERM,DUE DATE,SI NUMBER, REMARKS,SUPPLIER,ADDRESS,TIN,SALES INVOICE NO.,CONTACT PERSON/CONTACT #
,,,,,,,,,,," ₱ 43,700.00 ",,,,,,,,,,,,,
01/21/2026,047,ADMNPO-2026-001-050,COVAC,OFFICE SUPPLY,COATED CLIPS NO. 33,2, ₱ 8.00 , ₱ 16.00 , ₱ 12.15 , ₱ 24.30 ,, ₱ 8.30 ,34%,,,,,,,,,,,
01/21/2026,047,ADMNPO-2026-001-050,COVAC,OFFICE SUPPLY,VECO VELLUM BOARD A4,2, ₱ 39.00 , ₱ 78.00 , ₱ 47.00 , ₱ 94.00 ,, ₱ 16.00 ,17%,,,,,,,,,,,
,,,,,,,,,,, ₱ 118.30 ,,,,,,,,,,,,,
01/21/2026,048,ADMNPO-2026-001-051,COVAC,OFFICE SUPPLY,LARGE DRAWING TUBE / BLUEPRINT CASE,10, ₱ 236.25 ," ₱ 2,362.50 ", ₱ 318.94 ," ₱ 3,189.40 ",, ₱ 826.90 ,26%,,,,,,,,,,,
01/21/2026,048,ADMNPO-2026-001-051,COVAC,OFFICE SUPPLY,VECO VELLUM BOARD A4,10, ₱ 39.00 , ₱ 390.00 , ₱ 47.00 , ₱ 470.00 ,, ₱ 80.00 ,17%,,,,,,,,,,,
01/21/2026,048,ADMNPO-2026-001-051,COVAC,OFFICE SUPPLY,WHITEBOARD MARKER (BLACK),2, ₱ 20.00 , ₱ 40.00 , ₱ 28.35 , ₱ 56.70 ,, ₱ 16.70 ,29%,,,,,,,,,,,
01/21/2026,048,ADMNPO-2026-001-051,COVAC,OFFICE SUPPLY,LONG CLIPBOARD HARD PLASTIC,2, ₱ 41.00 , ₱ 82.00 , ₱ 58.05 , ₱ 116.10 ,, ₱ 34.10 ,29%,,,,,,,,,,,
01/21/2026,048,ADMNPO-2026-001-051,COVAC,OFFICE SUPPLY,COATED CLIPS NO. 33,3, ₱ 8.00 , ₱ 24.00 , ₱ 12.15 , ₱ 36.45 ,, ₱ 12.45 ,34%,,,,,,,,,,,
,,,,,,,,,,," ₱ 3,868.65 ",,,,,,,,,,,,,
1/23/2026,049,PRCO-2025-042,ASTI,OFFICE SUPPLY,PANASONIC BATTERY AAA,4, ₱ 26.00 , ₱ 104.00 , ₱ 33.88 , ₱ 135.52 ,, ₱ 31.52 ,23%,,,,,,,,,,,
1/23/2026,049,PRCO-2025-042,ASTI,OFFICE SUPPLY,WHITEBOARD MARKER BLUE,2, ₱ 20.00 , ₱ 40.00 , ₱ 25.20 , ₱ 50.40 ,, ₱ 10.40 ,21%,,,,,,,,,,,
1/23/2026,049,PRCO-2025-042,ASTI,OFFICE SUPPLY,DOUBLE SIDED TAPE,10, ₱ 20.00 , ₱ 200.00 , ₱ 23.00 , ₱ 230.00 ,, ₱ 30.00 ,13%,,,,,,,,,,,
1/23/2026,049,PRCO-2025-042,ASTI,OFFICE SUPPLY,BALLPEN BLACK HBW MATRIX,10, ₱ 4.20 , ₱ 42.00 , ₱ 5.04 , ₱ 50.40 ,, ₱ 8.40 ,17%,,,,,,,,,,,
1/23/2026,049,PRCO-2025-042,ASTI,OFFICE SUPPLY,"PACKAGING TAPE 2"" THICK",10, ₱ 40.00 , ₱ 400.00 , ₱ 48.00 , ₱ 480.00 ,, ₱ 80.00 ,17%,,,,,,,,,,,
1/23/2026,049,PRCO-2025-042,ASTI,OFFICE SUPPLY,"PAPER TAPE 1""",10, ₱ 32.00 , ₱ 320.00 , ₱ 48.00 , ₱ 480.00 ,, ₱ 160.00 ,33%,,,,,,,,,,,
1/23/2026,049,PRCO-2025-042,ASTI,OFFICE SUPPLY,PERMANENT MARKER BLACK,2, ₱ 10.00 , ₱ 20.00 , ₱ 12.00 , ₱ 24.00 ,, ₱ 4.00 ,17%,,,,,,,,,,,
1/23/2026,049,PRCO-2025-042,ASTI,OFFICE SUPPLY,BATTREY AA (4PCS) EVEREADY,1, ₱ 86.50 , ₱ 86.50 , ₱ 141.00 , ₱ 141.00 ,, ₱ 54.50 ,39%,,,,,,,,,,,
1/23/2026,049,PRCO-2025-042,ASTI,OFFICE SUPPLY,LAMINATING FILM A4 SIZE 125MIC,1, ₱ 490.00 , ₱ 490.00 , ₱ 588.00 , ₱ 588.00 ,, ₱ 98.00 ,17%,,,,,,,,,,,
1/23/2026,049,PRCO-2025-042,ASTI,OFFICE SUPPLY,RAGS ASSORTED,2, ₱ 60.00 , ₱ 120.00 , ₱ 75.00 , ₱ 150.00 ,, ₱ 30.00 ,20%,,,,,,,,,,,
1/23/2026,049,PRCO-2025-042,ASTI,OFFICE SUPPLY,STICKER PAPER WHITE,30, ₱ 37.00 ," ₱ 1,110.00 ", ₱ 44.40 ," ₱ 1,332.00 ",, ₱ 222.00 ,17%,,,,,,,,,,,
1/23/2026,049,PRCO-2025-042,ASTI,OFFICE SUPPLY,TAPE DISPENSER BIG,1, ₱ 77.00 , ₱ 77.00 , ₱ 96.00 , ₱ 96.00 ,, ₱ 19.00 ,20%,,,,,,,,,,,
1/23/2026,049,PRCO-2025-042,ASTI,OFFICE SUPPLY,GARBAGE BAG L 100s,1, ₱ 220.00 , ₱ 220.00 , ₱ 264.00 , ₱ 264.00 ,, ₱ 44.00 ,17%,,,,,,,,,,,
1/23/2026,049,PRCO-2025-042,ASTI,OFFICE SUPPLY,EPSON INK 003 BLACK,5, ₱ 295.00 ," ₱ 1,475.00 ", ₱ 354.00 ," ₱ 1,770.00 ",, ₱ 295.00 ,17%,,,,,,,,,,,
1/23/2026,049,PRCO-2025-042,ASTI,OFFICE SUPPLY,STAPLE WIRE #35 TIGER,1, ₱ 27.00 , ₱ 27.00 , ₱ 28.80 , ₱ 28.80 ,, ₱ 1.80 ,6%,,,,,,,,,,,
,,,,,,,,,,," ₱ 5,820.12 ",,,,,,,,,,,,,
01/23/2026,050,QL-BROTHER INK,EZCONN,OFFICE SUPPLY,BROTHER DCP 2540DW INK CARTRIDGE,8," ₱ 1,300.00 "," ₱ 10,400.00 "," ₱ 1,755.00 "," ₱ 14,040.00 ",," ₱ 3,640.00 ",26%,,,,,,,,,,,
,,,,,,,,,,," ₱ 14,040.00 ",,,,,,,,,,,,,
01/24/2026,051,,SUMOPAK,MATERIALS,BATMASU-95 CDLC16/WSF14 MECHANICAL SHAFT SEALS 16MM,2," ₱ 3,175.00 "," ₱ 6,350.00 "," ₱ 4,450.00 "," ₱ 8,900.00 ",," ₱ 2,550.00 ",29%,,,,,,,,,,,
,,,,,,,,,,," ₱ 8,900.00 ",,,,,,,,,,,,,
01/24/2026,052,,SUMOPAK,OFFICE SUPPLY,BINDER CLIP SMALL,5, ₱ 16.00 , ₱ 80.00 , ₱ 20.32 , ₱ 101.60 ,, ₱ 21.60 ,21%,,,,,,,,,,,
01/24/2026,052,,SUMOPAK,OFFICE SUPPLY,BINDER CLIP MEDIUM,5, ₱ 22.00 , ₱ 110.00 , ₱ 27.94 , ₱ 139.70 ,, ₱ 29.70 ,2%,,,,,,,,,,,
01/24/2026,052,,SUMOPAK,OFFICE SUPPLY,BROWN ENVELOPE LONG,15, ₱ 2.30 , ₱ 34.50 , ₱ 2.50 , ₱ 37.50 ,, ₱ 3.00 ,8%,,,,,,,,,,,
01/24/2026,052,,SUMOPAK,OFFICE SUPPLY,BROWN ENVELOPE SHORT,15, ₱ 1.70 , ₱ 25.50 , ₱ 1.90 , ₱ 28.50 ,, ₱ 3.00 ,11%,,,,,,,,,,,
01/24/2026,052,,SUMOPAK,OFFICE SUPPLY,"DOUBLE SIDED TAPE 1""",5, ₱ 10.00 , ₱ 50.00 , ₱ 15.24 , ₱ 76.20 ,, ₱ 26.20 ,34%,,,,,,,,,,,
01/24/2026,052,,SUMOPAK,OFFICE SUPPLY,COLORED PAPER A4 PINK,2, ₱ 220.00 , ₱ 440.00 , ₱ 349.25 , ₱ 698.50 ,, ₱ 258.50 ,37%,,,,,,,,,,,
01/24/2026,052,,SUMOPAK,OFFICE SUPPLY,COLORED PAPER A4 YELLOW,2, ₱ 220.00 , ₱ 440.00 , ₱ 349.25 , ₱ 698.50 ,, ₱ 258.50 ,37%,,,,,,,,,,,
01/24/2026,052,,SUMOPAK,OFFICE SUPPLY,COLORED PAPER A4 GREEN,2, ₱ 220.00 , ₱ 440.00 , ₱ 349.25 , ₱ 698.50 ,, ₱ 258.50 ,37%,,,,,,,,,,,
01/24/2026,052,,SUMOPAK,OFFICE SUPPLY,COLORED PAPER A4 LIGHT BLUE,2, ₱ 220.00 , ₱ 440.00 , ₱ 349.25 , ₱ 698.50 ,, ₱ 258.50 ,37%,,,,,,,,,,,
01/24/2026,052,,SUMOPAK,OFFICE SUPPLY,COLORED PAPER A4 PEACH,8, ₱ 220.00 ," ₱ 1,760.00 ", ₱ 258.50 ," ₱ 2,068.00 ",, ₱ 308.00 ,15%,,,,,,,,,,,
01/24/2026,052,,SUMOPAK,OFFICE SUPPLY,COLORED PAPER A4 VIOLET,8, ₱ 220.00 ," ₱ 1,760.00 ", ₱ 349.25 ," ₱ 2,794.00 ",," ₱ 1,034.00 ",37%,,,,,,,,,,,
,,,,,,,,,,," ₱ 8,039.50 ",,,,,,,,,,,,,
01/24/2026,053,QL-BOLT AND NUT,SUMOPAK,MATERIALS,HEXAGONAL NUT M8 SS,150, ₱ 3.95 , ₱ 592.50 , ₱ 5.50 , ₱ 825.00 ,, ₱ 232.50 ,28%,,,,,,,,,,,
01/24/2026,053,QL-BOLT AND NUT,SUMOPAK,MATERIALS,HEXAGONAL NUT M8 SS,200, ₱ 3.95 , ₱ 790.00 , ₱ 5.00 ," ₱ 1,000.00 ",, ₱ 210.00 ,21%,,,,,,,,,,,
01/24/2026,053,QL-BOLT AND NUT,SUMOPAK,MATERIALS,HEXAGONAL NUT 1/4 SS,50, ₱ 3.50 , ₱ 175.00 , ₱ 4.50 , ₱ 225.00 ,, ₱ 50.00 ,22%,,,,,,,,,,,
,,,,,,,,,,," ₱ 2,050.00 ",,,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,CLIPBOARD LONG,16, ₱ 43.00 , ₱ 688.00 , ₱ 57.62 , ₱ 921.92 ,, ₱ 233.92 ,25%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,STERLING SPIRAL NOTEBOOK,6, ₱ 99.00 , ₱ 594.00 , ₱ 108.00 , ₱ 648.00 ,, ₱ 54.00 ,8%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,JOY 8M CORRECTION TAPE,3, ₱ 25.00 , ₱ 75.00 , ₱ 33.75 , ₱ 101.25 ,, ₱ 26.25 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,HBW MATRIX OG-5 REGULAR BLACK BALLPEN,20, ₱ 7.00 , ₱ 140.00 , ₱ 9.45 , ₱ 189.00 ,, ₱ 49.00 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,34X25MM (SMALL) SCOTCH TAPE,10, ₱ 12.59 , ₱ 125.93 , ₱ 17.00 , ₱ 170.00 ,, ₱ 44.07 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,HBW BLACK WHITEBOARD MARKER,12, ₱ 20.00 , ₱ 240.00 , ₱ 27.00 , ₱ 324.00 ,, ₱ 84.00 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,HARDCOPY A4,30, ₱ 154.00 ," ₱ 4,620.00 ", ₱ 207.90 ," ₱ 6,237.00 ",," ₱ 1,617.00 ",26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,SCISSORS,10, ₱ 40.00 , ₱ 400.00 , ₱ 54.00 , ₱ 540.00 ,, ₱ 140.00 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,SAPLER NO. 10 JOY,5, ₱ 40.00 , ₱ 200.00 , ₱ 54.00 , ₱ 270.00 ,, ₱ 70.00 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,A4 LAMINATING FILM,1, ₱ 500.00 , ₱ 500.00 , ₱ 675.00 , ₱ 675.00 ,, ₱ 175.00 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,HARDCOPY LONG,20, ₱ 185.00 ," ₱ 3,700.00 ", ₱ 249.75 ," ₱ 4,995.00 ",," ₱ 1,295.00 ",26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,HBW BLACK PERMANENT MARKER,12, ₱ 10.00 , ₱ 120.00 , ₱ 13.50 , ₱ 162.00 ,, ₱ 42.00 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,RECORD BOOK,5, ₱ 105.00 , ₱ 525.00 , ₱ 141.75 , ₱ 708.75 ,, ₱ 183.75 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,1 INCH SCOTCH TAPE (KING TAPE),10, ₱ 14.00 , ₱ 140.00 , ₱ 18.90 , ₱ 189.00 ,, ₱ 49.00 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,DOUBLE SIDED TAPE 3/4,5, ₱ 22.96 , ₱ 114.81 , ₱ 31.00 , ₱ 155.00 ,, ₱ 40.19 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,A4 TRANSPARENT L-FOLDER,10, ₱ 48.00 , ₱ 480.00 , ₱ 64.80 , ₱ 648.00 ,, ₱ 168.00 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,ELMER'S GLUE ALL MULTIPURPOSE (40G),3, ₱ 37.04 , ₱ 111.11 , ₱ 50.00 , ₱ 150.00 ,, ₱ 38.89 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,PILOT BLUE WHITEBOARD MARKER,12, ₱ 50.00 , ₱ 600.00 , ₱ 67.50 , ₱ 810.00 ,, ₱ 210.00 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,LONG CLEARBOOK,1, ₱ 45.00 , ₱ 45.00 , ₱ 60.75 , ₱ 60.75 ,, ₱ 15.75 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,A4 CLEARBOOK,4, ₱ 40.00 , ₱ 160.00 , ₱ 54.00 , ₱ 216.00 ,, ₱ 56.00 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,LONG CLEARSHEET,1, ₱ 210.00 , ₱ 210.00 , ₱ 283.50 , ₱ 283.50 ,, ₱ 73.50 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,A4 CLEARSHEET,4, ₱ 140.00 , ₱ 560.00 , ₱ 189.00 , ₱ 756.00 ,, ₱ 196.00 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,A4 ARCH FILE (BLUE),10, ₱ 95.00 , ₱ 950.00 , ₱ 128.25 ," ₱ 1,282.50 ",, ₱ 332.50 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,ZEBRA PERMANENT MARKER (BLACK),20, ₱ 89.00 ," ₱ 1,780.00 ", ₱ 120.15 ," ₱ 2,403.00 ",, ₱ 623.00 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,A3 LAMINATING FILM 10 SHEET,2, ₱ 880.00 ," ₱ 1,760.00 "," ₱ 1,188.00 "," ₱ 2,376.00 ",, ₱ 616.00 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,A3 COPY PAPER,2, ₱ 320.00 , ₱ 640.00 , ₱ 432.00 , ₱ 864.00 ,, ₱ 224.00 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,LIGHT GREEN LONG EXPANDED FOLDER,50, ₱ 23.00 ," ₱ 1,150.00 ", ₱ 31.05 ," ₱ 1,552.50 ",, ₱ 402.50 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,STAPLE NO. 10,10, ₱ 20.00 , ₱ 200.00 , ₱ 27.00 , ₱ 270.00 ,, ₱ 70.00 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,DELI DOUBLE HEAD MARKER,4, ₱ 37.78 , ₱ 151.11 , ₱ 51.00 , ₱ 204.00 ,, ₱ 52.89 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,LONG WHITE FOLDER,10, ₱ 6.00 , ₱ 60.00 , ₱ 8.10 , ₱ 81.00 ,, ₱ 21.00 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,DARK GREEN LONG EXPANDED FOLDER,10, ₱ 23.00 , ₱ 230.00 , ₱ 31.05 , ₱ 310.50 ,, ₱ 80.50 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,1 INCH MASKING TAPE,10, ₱ 35.00 , ₱ 350.00 , ₱ 47.25 , ₱ 472.50 ,, ₱ 122.50 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,WHITEBOARD MARKER,12, ₱ 50.00 , ₱ 600.00 , ₱ 67.50 , ₱ 810.00 ,, ₱ 210.00 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,CUTTER,8, ₱ 24.00 , ₱ 192.00 , ₱ 32.40 , ₱ 259.20 ,, ₱ 67.20 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,M&G 0..5 BLACK BALLPEN 50S,1, ₱ 622.22 , ₱ 622.22 , ₱ 840.00 , ₱ 840.00 ,, ₱ 217.78 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,A4 ARCH FILE (BLACK),15, ₱ 95.00 ," ₱ 1,425.00 ", ₱ 128.25 ," ₱ 1,923.75 ",, ₱ 498.75 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,JOY MATTE STICKER PAPER,5, ₱ 331.11 ," ₱ 1,655.56 ", ₱ 447.00 ," ₱ 2,235.00 ",, ₱ 579.44 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,CALCULATOR,8, ₱ 350.00 ," ₱ 2,800.00 ", ₱ 472.50 ," ₱ 3,780.00 ",, ₱ 980.00 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,STAPLER WITH BUILT IN STAPLE REMOVER,3, ₱ 80.00 , ₱ 240.00 , ₱ 108.00 , ₱ 324.00 ,, ₱ 84.00 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,STAPLE NO. 35 ,10, ₱ 25.00 , ₱ 250.00 , ₱ 33.75 , ₱ 337.50 ,, ₱ 87.50 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,PUNCHER 2 BIG HOLE,3, ₱ 170.00 , ₱ 510.00 , ₱ 229.50 , ₱ 688.50 ,, ₱ 178.50 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,LAMINATING FILM ID,1, ₱ 130.00 , ₱ 130.00 , ₱ 175.50 , ₱ 175.50 ,, ₱ 45.50 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,FILLING TRAY PLASTIC DOUBLE,3, ₱ 280.00 , ₱ 840.00 , ₱ 378.00 ," ₱ 1,134.00 ",, ₱ 294.00 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,DOUBLE SIDED TAPE INDOOR MOUNTING TAPE,2, ₱ 194.07 , ₱ 388.15 , ₱ 262.00 , ₱ 524.00 ,, ₱ 135.85 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,OFFICE SUPPLY,GARBAGE BAG SMALL,2, ₱ 80.00 , ₱ 160.00 , ₱ 108.00 , ₱ 216.00 ,, ₱ 56.00 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,CLEANING MATERIALS,GARBAGE BAG LARGE,2, ₱ 235.00 , ₱ 470.00 , ₱ 317.25 , ₱ 634.50 ,, ₱ 164.50 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,CLEANING MATERIALS,GARBAGE BAG XXL,2, ₱ 460.00 , ₱ 920.00 , ₱ 621.00 ," ₱ 1,242.00 ",, ₱ 322.00 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,CLEANING MATERIALS,TISSUE ROLL JUMBO,60, ₱ 154.07 ," ₱ 9,244.44 ", ₱ 208.00 ," ₱ 12,480.00 ",," ₱ 3,235.56 ",26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,CLEANING MATERIALS,KAMI BATHROOM TISSUE 11+1 PER 12X12,10, ₱ 105.00 ," ₱ 1,050.00 ", ₱ 141.75 ," ₱ 1,417.50 ",, ₱ 367.50 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,CLEANING MATERIALS,SCOTCH BRITE WITH FOAM,100, ₱ 60.00 ," ₱ 6,000.00 ", ₱ 81.00 ," ₱ 8,100.00 ",," ₱ 2,100.00 ",26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,CLEANING MATERIALS,HAND SOAP,2, ₱ 81.48 , ₱ 162.96 , ₱ 110.00 , ₱ 220.00 ,, ₱ 57.04 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,CLEANING MATERIALS,SCOTCH BRITE,15, ₱ 44.44 , ₱ 666.60 , ₱ 60.00 , ₱ 900.00 ,, ₱ 233.40 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,CLEANING MATERIALS,ISOPROPHY ALCOHOL 70%,2, ₱ 246.30 , ₱ 492.60 , ₱ 332.50 , ₱ 665.00 ,, ₱ 172.40 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,CLEANING MATERIALS,ZONROX  COLORSAFE,2, ₱ 67.85 , ₱ 135.70 , ₱ 91.60 , ₱ 183.20 ,, ₱ 47.50 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,CLEANING MATERIALS,DOWNY FABRIC CONDITIONER,2, ₱ 125.93 , ₱ 251.86 , ₱ 170.00 , ₱ 340.00 ,, ₱ 88.14 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,CLEANING MATERIALS,JOY DISHWASHING LIQUID,1, ₱ 109.00 , ₱ 109.00 , ₱ 147.15 , ₱ 147.15 ,, ₱ 38.15 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,CLEANING MATERIALS,DISH CLOTH TOWEL,5, ₱ 59.26 , ₱ 296.30 , ₱ 80.00 , ₱ 400.00 ,, ₱ 103.70 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,CLEANING MATERIALS,SMALL TORNADO MOP REFILL,6, ₱ 60.00 , ₱ 360.00 , ₱ 81.00 , ₱ 486.00 ,, ₱ 126.00 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,MATERIALS,MEDIUM PLASTIC TUPPERWARE CLEAR,10, ₱ 59.26 , ₱ 592.60 , ₱ 80.00 , ₱ 800.00 ,, ₱ 207.40 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,MATERIALS,PLASTIC BREAKER 200ML,2, ₱ 97.78 , ₱ 195.56 , ₱ 132.00 , ₱ 264.00 ,, ₱ 68.44 ,26%,,,,,,,,,,,
01/26/2026,054,QL-OS012626-01,ITC,MATERIALS,PLASTIC BREAKER 300ML,2, ₱ 107.41 , ₱ 214.82 , ₱ 145.00 , ₱ 290.00 ,, ₱ 75.18 ,26%,,,,,,,,,,,
,,,,,,,,,,," ₱ 70,842.97 ",,,,,,,,,,,,,
01/28/2026,055,,SUMOPAK,MATERIALS,BATMASU-1333 PRESSURE GAUGE 63MM FACE DIA.,4," ₱ 5,250.00 "," ₱ 21,000.00 "," ₱ 6,400.00 "," ₱ 25,600.00 ",," ₱ 4,600.00 ",18%,,,,,,,,,,,
,,,,,,,,,,," ₱ 25,600.00 ",,,,,,,,,,,,,
01/28/2026,056,,EZCONN,MATERIALS,SATIN STICKER 12 X 18,8, ₱ 85.00 , ₱ 680.00 , ₱ 120.00 , ₱ 960.00 ,, ₱ 280.00 ,29%,,,,,,,,,,,
,,,,,,,,,,, ₱ 960.00 ,,,,,,,,,,,,,
01/28/2026,057,MPO-2026-01-056,YAHORNG,OFFICE SUPPLY,COLORED PAPER A4 (PEACH),2, ₱ 278.00 , ₱ 556.00 , ₱ 385.00 , ₱ 770.00 ,, ₱ 214.00 ,28%,,,,,,,,,,,
01/28/2026,057,MPO-2026-01-056,YAHORNG,OFFICE SUPPLY,COLORED PAPER A4 (TARO),2, ₱ 278.00 , ₱ 556.00 , ₱ 385.00 , ₱ 770.00 ,, ₱ 214.00 ,28%,,,,,,,,,,,
01/28/2026,057,MPO-2026-01-056,YAHORNG,OFFICE SUPPLY,WHITE FOLDER A4,10, ₱ 3.30 , ₱ 33.00 , ₱ 4.62 , ₱ 46.20 ,, ₱ 13.20 ,29%,,,,,,,,,,,
01/28/2026,057,MPO-2026-01-056,YAHORNG,MATERIALS,REFLECTORIZED TAPE (YELLOW) 30M,2, ₱ 230.00 , ₱ 460.00 , ₱ 332.00 , ₱ 664.00 ,, ₱ 204.00 ,31%,,,,,,,,,,,
,,,,,,,,,,," ₱ 2,250.20 ",,,,,,,,,,,,,
01/28/2026,058,ADMNPO-2026-001-066,COVAC,OFFICE SUPPLY,CLEARSHEET A4,1, ₱ 130.00 , ₱ 130.00 , ₱ 175.50 , ₱ 175.50 ,, ₱ 45.50 ,26%,,,,,,,,,,,
01/28/2026,058,ADMNPO-2026-001-066,COVAC,OFFICE SUPPLY,LONG EXPANDABLE FOLDER (GREEN),10, ₱ 13.00 , ₱ 130.00 , ₱ 20.25 , ₱ 202.50 ,, ₱ 72.50 ,36%,,,,,,,,,,,
,,,,,,,,,,, ₱ 378.00 ,,,,,,,,,,,,,
01/28/2026,059,ADMNPO-2026-001-067,COVAC,OFFICE SUPPLY,HARDCOPY A4,15, ₱ 138.00 ," ₱ 2,070.00 ", ₱ 205.00 ," ₱ 3,075.00 ",," ₱ 1,005.00 ",33%,,,,,,,,,,,
